Key,Summary,Type,Environment,Service,Operation,DueDate,StartDate,Status,Priority,Labels,Assignee,Reporter,Description,LatestComment,Stream,Theme,JiraUrl
DSM-P0025,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-02-02,2027-02-02,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of February 02.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0025
DSM-P0026,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-02-09,2027-02-09,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of February 09.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0026
DSM-P0027,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-02-16,2027-02-16,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of February 16.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0027
DSM-P0028,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-02-23,2027-02-23,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of February 23.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0028
DSM-P0029,BLUE | Q1 Platform Launch Window 2027,PEAK_SEASON_PROTECTION_WINDOW,,,Peak Season Protection Window,2027-02-14,2027-02-01,Active,Medium,PeakSeasonProtectionWindow||service-release,Phoenix Moon,Jules Frost,BLUE informational window during Q1 platform feature launch. Non-critical changes deferred to prevent interference with launch monitoring.,Window activated. All teams notified.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-P0029
DSM-E0063,stg | ZenithCore | rate limit reconfiguration,SERVICE_OP,stg,ZenithCore,rate limit reconfiguration,2027-02-03,2027-02-03,In Progress,Low,service-release||change-management,Kai Wolfe,Cameron Lane,ZenithCore rate limit reconfiguration applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0063
DSM-E0064,qa | AlphaLayer | mTLS policy update,SERVICE_OP,qa,AlphaLayer,mTLS policy update,2027-02-05,2027-02-05,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,AlphaLayer mTLS policy update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0064
DSM-E0065,prd | QuantumSync | consumer group reset,SERVICE_OP,prd,QuantumSync,consumer group reset,2027-02-07,2027-02-07,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,QuantumSync consumer group reset applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0065
DSM-E0066,prd | QuantumCore | service account rotation,SERVICE_OP,prd,QuantumCore,service account rotation,2027-02-09,2027-02-09,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,QuantumCore service account rotation applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0066
DSM-E0067,stg | CoreStream | lag alert tuning,SERVICE_OP,stg,CoreStream,lag alert tuning,2027-02-11,2027-02-11,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,CoreStream lag alert tuning applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0067
DSM-E0068,qa | DataHub | ingestion pipeline restart,SERVICE_OP,qa,DataHub,ingestion pipeline restart,2027-02-13,2027-02-13,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,DataHub ingestion pipeline restart applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0068
DSM-E0069,prd | NovaNode | telemetry pipeline restart,SERVICE_OP,prd,NovaNode,telemetry pipeline restart,2027-02-15,2027-02-15,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,NovaNode telemetry pipeline restart applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0069
DSM-E0070,prd | MatrixNet | contract registration,SERVICE_OP,prd,MatrixNet,contract registration,2027-02-17,2027-02-17,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,MatrixNet contract registration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0070
DSM-E0071,stg | GammaFlow | rule set pre-deployment,SERVICE_OP,stg,GammaFlow,rule set pre-deployment,2027-02-19,2027-02-19,In Progress,High,service-release||change-management,Jules Knight,Riley Flame,GammaFlow rule set pre-deployment applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0071
DSM-E0072,dev | FusionPoint | retry policy update,SERVICE_OP,dev,FusionPoint,retry policy update,2027-02-21,2027-02-21,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,FusionPoint retry policy update applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0072
DSM-M0015,CyberEngine ML Model v3.2 Deployment,MILESTONE,,,Release,2027-02-08,2027-02-01,Implementing,High,milestone||service-release,Blake Fox,Cameron Lane,CyberEngine ML fraud detection model v3.2 reaches production. Improved detection rates.,Final validation in progress.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-M0015
DSM-M0016,DataHub Pipeline v3.2 Release,MILESTONE,,,Release,2027-02-20,2027-02-06,Implementing,High,milestone||service-release,Kai Wolfe,Jules Frost,DataHub v3.2 pipeline released with sub-minute latency and improved partition strategy.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0016
DSM-P0030,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-03-02,2027-03-02,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of March 02.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0030
DSM-P0031,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-03-09,2027-03-09,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of March 09.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0031
DSM-P0032,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-03-16,2027-03-16,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of March 16.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0032
DSM-P0033,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-03-23,2027-03-23,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of March 23.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0033
DSM-P0034,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-03-30,2027-03-30,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of March 30.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0034
DSM-E0073,qa | FusionPoint | retry policy update,SERVICE_OP,qa,FusionPoint,retry policy update,2027-03-03,2027-03-03,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,FusionPoint retry policy update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0073
DSM-E0074,prd | CyberEngine | scoring threshold adjustment,SERVICE_OP,prd,CyberEngine,scoring threshold adjustment,2027-03-05,2027-03-05,In Progress,Low,service-release||change-management,Quinn Storm,Emerson Rivers,CyberEngine scoring threshold adjustment applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0074
DSM-E0075,prd | LogicLab | SDK update rollout,SERVICE_OP,prd,LogicLab,SDK update rollout,2027-03-07,2027-03-07,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,LogicLab SDK update rollout applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0075
DSM-E0076,stg | StreamNode | lag recovery,SERVICE_OP,stg,StreamNode,lag recovery,2027-03-09,2027-03-09,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,StreamNode lag recovery applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0076
DSM-E0077,qa | ZenithCore | OIDC config update,SERVICE_OP,qa,ZenithCore,OIDC config update,2027-03-11,2027-03-11,In Progress,High,service-release||change-management,Drew West,Winter Brooks,ZenithCore OIDC config update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0077
DSM-E0078,prd | AlphaLayer | health probe update,SERVICE_OP,prd,AlphaLayer,health probe update,2027-03-13,2027-03-13,In Progress,Low,service-release||change-management,Riley Flame,Blake Fox,AlphaLayer health probe update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0078
DSM-E0079,prd | QuantumSync | lag recovery,SERVICE_OP,prd,QuantumSync,lag recovery,2027-03-15,2027-03-15,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,QuantumSync lag recovery applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0079
DSM-E0080,stg | QuantumCore | token issuance tuning,SERVICE_OP,stg,QuantumCore,token issuance tuning,2027-03-17,2027-03-17,In Progress,Medium,service-release||change-management,Quinn Storm,Emerson Rivers,QuantumCore token issuance tuning applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0080
DSM-E0081,qa | CoreStream | partition rebalance,SERVICE_OP,qa,CoreStream,partition rebalance,2027-03-19,2027-03-19,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,CoreStream partition rebalance applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0081
DSM-E0082,prd | DataHub | schema migration,SERVICE_OP,prd,DataHub,schema migration,2027-03-21,2027-03-21,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,DataHub schema migration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0082
DSM-E0083,dev | NovaNode | edge cache flush,SERVICE_OP,dev,NovaNode,edge cache flush,2027-03-23,2027-03-23,In Progress,Low,service-release||change-management,Drew West,Winter Brooks,NovaNode edge cache flush applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0083
DSM-M0017,DataHub Pipeline v3.3 Release,MILESTONE,,,Release,2027-03-08,2027-03-01,Implementing,High,milestone||service-release,Elliot West,Avery Hale,DataHub v3.3 pipeline released with sub-minute latency and improved partition strategy.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0017
DSM-M0018,QuantumCore Auth Migration Complete,MILESTONE,,,Migration,2027-03-20,2027-03-06,Implementing,Medium,milestone||service-release,Phoenix Moon,Quinn Storm,QuantumCore authentication provider migration fully complete. Legacy endpoint decommissioned.,Final validation in progress.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-M0018
DSM-M0019,Platform Security Audit Sign-off,MILESTONE,,,Audit,2027-03-28,2027-03-14,Implementing,Medium,milestone||service-release,Cameron Lane,Jordan Storm,Quarterly security audit covering all production services. Compliance review completed.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0019
DSM-P0035,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-04-06,2027-04-06,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 06.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0035
DSM-P0036,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-04-13,2027-04-13,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 13.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0036
DSM-P0037,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-04-20,2027-04-20,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 20.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0037
DSM-P0038,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-04-27,2027-04-27,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 27.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0038
DSM-E0084,prd | DataHub | schema migration,SERVICE_OP,prd,DataHub,schema migration,2027-04-03,2027-04-03,In Progress,High,service-release||change-management,Phoenix Moon,Avery Hale,DataHub schema migration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0084
DSM-E0085,prd | NovaNode | edge cache flush,SERVICE_OP,prd,NovaNode,edge cache flush,2027-04-05,2027-04-05,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,NovaNode edge cache flush applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0085
DSM-E0086,stg | MatrixNet | registry v-bump,SERVICE_OP,stg,MatrixNet,registry v-bump,2027-04-07,2027-04-07,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,MatrixNet registry v-bump applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0086
DSM-E0087,qa | GammaFlow | velocity rule sync,SERVICE_OP,qa,GammaFlow,velocity rule sync,2027-04-09,2027-04-09,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,GammaFlow velocity rule sync applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0087
DSM-E0088,prd | FusionPoint | acquirer endpoint switch,SERVICE_OP,prd,FusionPoint,acquirer endpoint switch,2027-04-11,2027-04-11,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,FusionPoint acquirer endpoint switch applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0088
DSM-E0089,prd | CyberEngine | ML model deploy,SERVICE_OP,prd,CyberEngine,ML model deploy,2027-04-13,2027-04-13,In Progress,High,service-release||change-management,Logan Snow,Kai Wolfe,CyberEngine ML model deploy applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0089
DSM-E0090,stg | LogicLab | A/B test segment update,SERVICE_OP,stg,LogicLab,A/B test segment update,2027-04-15,2027-04-15,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,LogicLab A/B test segment update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0090
DSM-E0091,qa | StreamNode | ingestion tuning,SERVICE_OP,qa,StreamNode,ingestion tuning,2027-04-17,2027-04-17,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,StreamNode ingestion tuning applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0091
DSM-E0092,prd | ZenithCore | token cache flush,SERVICE_OP,prd,ZenithCore,token cache flush,2027-04-19,2027-04-19,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,ZenithCore token cache flush applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0092
DSM-E0093,prd | AlphaLayer | rate limit update,SERVICE_OP,prd,AlphaLayer,rate limit update,2027-04-21,2027-04-21,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,AlphaLayer rate limit update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0093
DSM-E0094,stg | QuantumSync | capacity scaling,SERVICE_OP,stg,QuantumSync,capacity scaling,2027-04-23,2027-04-23,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,QuantumSync capacity scaling applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0094
DSM-E0095,dev | QuantumCore | auth cache flush,SERVICE_OP,dev,QuantumCore,auth cache flush,2027-04-25,2027-04-25,In Progress,Low,service-release||change-management,Logan Snow,Kai Wolfe,QuantumCore auth cache flush applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0095
DSM-M0020,QuantumCore Auth Migration Complete,MILESTONE,,,Migration,2027-04-08,2027-04-01,Implementing,Medium,milestone||service-release,Cameron Lane,Jordan Storm,QuantumCore authentication provider migration fully complete. Legacy endpoint decommissioned.,Final validation in progress.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-M0020
DSM-M0021,Platform Security Audit Sign-off,MILESTONE,,,Audit,2027-04-20,2027-04-06,Implementing,Medium,milestone||service-release,Jules Frost,Drew West,Quarterly security audit covering all production services. Compliance review completed.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0021
DSM-P0039,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-05-04,2027-05-04,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 04.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0039
DSM-P0040,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-05-11,2027-05-11,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 11.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0040
DSM-P0041,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-05-18,2027-05-18,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 18.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0041
DSM-P0042,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-05-25,2027-05-25,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 25.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0042
DSM-E0096,prd | AlphaLayer | OAuth scope registration,SERVICE_OP,prd,AlphaLayer,OAuth scope registration,2027-05-04,2027-05-04,In Progress,Medium,service-release||change-management,Jules Frost,Jordan Storm,AlphaLayer OAuth scope registration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0096
DSM-E0097,stg | QuantumSync | consumer group reset,SERVICE_OP,stg,QuantumSync,consumer group reset,2027-05-07,2027-05-07,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,QuantumSync consumer group reset applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0097
DSM-E0098,qa | QuantumCore | mTLS policy update,SERVICE_OP,qa,QuantumCore,mTLS policy update,2027-05-10,2027-05-10,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,QuantumCore mTLS policy update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0098
DSM-E0099,prd | CoreStream | partition rebalance,SERVICE_OP,prd,CoreStream,partition rebalance,2027-05-13,2027-05-13,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,CoreStream partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0099
DSM-E0100,prd | DataHub | cold-tier archival,SERVICE_OP,prd,DataHub,cold-tier archival,2027-05-16,2027-05-16,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,DataHub cold-tier archival applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0100
DSM-E0101,stg | NovaNode | device certificate renewal,SERVICE_OP,stg,NovaNode,device certificate renewal,2027-05-19,2027-05-19,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,NovaNode device certificate renewal applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0101
DSM-E0102,qa | MatrixNet | event schema migration,SERVICE_OP,qa,MatrixNet,event schema migration,2027-05-22,2027-05-22,In Progress,High,service-release||change-management,Jules Knight,Riley Flame,MatrixNet event schema migration applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0102
DSM-E0103,dev | GammaFlow | rule set pre-deployment,SERVICE_OP,dev,GammaFlow,rule set pre-deployment,2027-05-25,2027-05-25,In Progress,High,service-release||change-management,Blake Fox,Phoenix Moon,GammaFlow rule set pre-deployment applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0103
DSM-BE0007,Spring Growth Campaign 2027,BUSINESS_EVENT,,,Campaign,2027-05-31,2027-05-01,In Progress,High,Event_Launch||service-release,Avery Hale,Jules Knight,Spring Growth Campaign 2027 running across all digital channels. The peak demand window is expected from 11/05/2027 to 18/05/2027. All platform teams should ensure capacity is available during this period.,Campaign tracking nominal.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-BE0007
DSM-BE0008,Spring Tech Summit 2027,BUSINESS_EVENT,,,Internal Event,2027-05-22,2027-05-20,In Progress,Medium,Event_Launch||service-release,Avery Hale,Jules Knight,Spring Tech Summit 2027 running across all digital channels. All platform teams should ensure capacity is available during this period. Change freeze requested during summit days.,Event concluded successfully.,Expansion Themes,New Initiatives,https://example.atlassian.net/browse/DSM-BE0008
DSM-M0022,Platform Security Audit Sign-off,MILESTONE,,,Audit,2027-05-08,2027-05-01,Implementing,Medium,milestone||service-release,Avery Hale,Emerson Rivers,Quarterly security audit covering all production services. Compliance review completed.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0022
DSM-M0023,ZenithCore OIDC Phase 1 Complete,MILESTONE,,,Migration,2027-05-20,2027-05-06,Implementing,Medium,milestone||service-release,Quinn Storm,Jules Knight,ZenithCore OIDC migration phase 1 complete. All relying parties on new endpoint.,Final validation in progress.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-M0023
DSM-P0043,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-06-01,2027-06-01,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 01.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0043
DSM-P0044,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-06-08,2027-06-08,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 08.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0044
DSM-P0045,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-06-15,2027-06-15,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 15.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0045
DSM-P0046,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-06-22,2027-06-22,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 22.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0046
DSM-P0047,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-06-29,2027-06-29,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 29.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0047
DSM-E0104,stg | CyberEngine | model rollback,SERVICE_OP,stg,CyberEngine,model rollback,2027-06-04,2027-06-04,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,CyberEngine model rollback applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0104
DSM-E0105,qa | LogicLab | SDK update rollout,SERVICE_OP,qa,LogicLab,SDK update rollout,2027-06-07,2027-06-07,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,LogicLab SDK update rollout applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0105
